timestamp,open,high,low,close,volume
2015-07-20 00:00:00+00:00,277.98,294.49,275.01,293.89,30921.44045816
2015-07-27 00:00:00+00:00,293.88,298.0,277.26,282.62,35555.54637148
2015-08-03 00:00:00+00:00,282.62,286.47,260.07,267.63,37460.17628597
2015-08-10 00:00:00+00:00,267.6,272.4,255.67,259.2,39437.18225658
2015-08-17 00:00:00+00:00,259.2,261.57,200.0,229.21,60496.37750135
2015-08-24 00:00:00+00:00,229.23,236.18,198.02,229.39,72456.99505417
2015-08-31 00:00:00+00:00,229.4,244.82,225.23,241.29,47676.10528168
2015-09-07 00:00:00+00:00,241.26,247.82,229.72,230.82,42173.67692644
2015-09-14 00:00:00+00:00,230.83,235.93,226.85,232.24,42263.09842047
2015-09-21 00:00:00+00:00,232.26,237.62,224.45,233.58,45891.211418060004
2015-09-28 00:00:00+00:00,233.53,241.05,233.53,239.87,40289.38102101
2015-10-05 00:00:00+00:00,239.87,250.0,237.5,249.02,44457.6146093
2015-10-12 00:00:00+00:00,249.01,274.81,244.86,265.0,52081.03809971
2015-10-19 00:00:00+00:00,265.0,295.93,262.05,284.97,48180.26882919
2015-10-26 00:00:00+00:00,284.97,336.97,282.04,329.46,89668.76632546
2015-11-02 00:00:00+00:00,329.45,499.99,326.07,373.83,173641.53215288
2015-11-09 00:00:00+00:00,373.84,386.96,293.32,322.93,84345.35380432999
2015-11-16 00:00:00+00:00,322.94,340.72,311.23,323.71,44359.4377744
2015-11-23 00:00:00+00:00,323.72,373.63,316.26,372.24,50252.61440466
2015-11-30 00:00:00+00:00,372.25,401.01,347.55,387.55,61138.62221246
2015-12-07 00:00:00+00:00,387.53,469.34,383.0,433.83,86679.73145594
2015-12-14 00:00:00+00:00,433.38,465.6,429.12,442.22,239234.43419744002
2015-12-21 00:00:00+00:00,442.36,460.0,410.0,424.72,50493.88143047
2015-12-28 00:00:00+00:00,424.73,437.56,418.0,431.91,35726.34682649
2016-01-04 00:00:00+00:00,431.9,464.4,428.15,449.99,46977.77397739
2016-01-11 00:00:00+00:00,449.99,452.65,350.92,378.46,81782.68047114
2016-01-18 00:00:00+00:00,378.47,425.1,369.0,403.05,62749.64667783
2016-01-25 00:00:00+00:00,403.04,403.04,363.25,367.95,50667.27307366
2016-02-01 00:00:00+00:00,367.89,390.63,365.63,377.49,48708.26437373
2016-02-08 00:00:00+00:00,377.47,406.92,360.0,406.59,55366.23227123
2016-02-15 00:00:00+00:00,406.62,448.7,390.0,438.56,49723.64981515
2016-02-22 00:00:00+00:00,438.56,440.9,410.0,433.73,45025.55543291
2016-02-29 00:00:00+00:00,433.73,442.0,381.09,403.24,65971.19301776
2016-03-07 00:00:00+00:00,403.24,421.3,395.0,412.52,49322.65000678
2016-03-14 00:00:00+00:00,412.51,419.75,399.21,411.27,44574.87186569
2016-03-21 00:00:00+00:00,411.25,426.5,406.89,425.3,35614.48070797
2016-03-28 00:00:00+00:00,425.29,425.36,407.56,420.16,36719.66704397
2016-04-04 00:00:00+00:00,420.08,424.65,415.51,423.4,34237.79589013
2016-04-11 00:00:00+00:00,423.29,434.93,420.15,431.0,34325.3130317
2016-04-18 00:00:00+00:00,431.08,465.0,428.44,464.46,43969.89493276
2016-04-25 00:00:00+00:00,464.47,472.38,434.0,456.98,49855.82094758
2016-05-02 00:00:00+00:00,456.98,465.0,440.02,462.79,36739.68489591
2016-05-09 00:00:00+00:00,462.6,465.9,448.2,461.47,36532.03700566
2016-05-16 00:00:00+00:00,461.48,461.59,435.0,442.48,40882.12702876
2016-05-23 00:00:00+00:00,442.45,549.99,440.5,525.22,56161.0898992
2016-05-30 00:00:00+00:00,525.22,594.64,519.0,575.17,48638.88783747
2016-06-06 00:00:00+00:00,575.17,687.71,475.0,677.86,56718.21024498
2016-06-13 00:00:00+00:00,677.45,785.15,650.02,768.76,81705.75416347
2016-06-20 00:00:00+00:00,768.94,768.94,544.13,638.56,104463.16724832
2016-06-27 00:00:00+00:00,638.56,705.25,630.0,663.55,44883.83737968
2016-07-04 00:00:00+00:00,664.09,683.69,608.0,652.44,51689.89709131
2016-07-11 00:00:00+00:00,652.43,680.99,640.0,680.0,53591.37714711
2016-07-18 00:00:00+00:00,680.0,684.94,647.59,661.0,31093.78487187
2016-07-25 00:00:00+00:00,660.92,664.13,621.37,626.97,33106.34723672
2016-08-01 00:00:00+00:00,626.97,629.34,483.0,595.14,65303.17110565
2016-08-08 00:00:00+00:00,595.14,601.09,565.19,574.99,34037.03782432
2016-08-15 00:00:00+00:00,574.97,583.99,561.56,581.29,27632.55792518
2016-08-22 00:00:00+00:00,581.34,586.99,568.95,575.41,26552.98200435
2016-08-29 00:00:00+00:00,575.41,617.13,568.12,611.92,32516.62351397
2016-09-05 00:00:00+00:00,611.94,631.3,591.8,607.94,28698.06426564
2016-09-12 00:00:00+00:00,607.94,611.99,603.0,611.4,25789.78021731
2016-09-19 00:00:00+00:00,611.4,612.46,592.63,601.67,25565.17125718
2016-09-26 00:00:00+00:00,601.67,617.19,600.02,612.4,27473.41745862
2016-10-03 00:00:00+00:00,612.42,620.0,606.93,617.42,28115.93128428
2016-10-10 00:00:00+00:00,617.43,647.03,615.46,641.92,25990.36656492
2016-10-17 00:00:00+00:00,642.1,658.0,625.6,651.04,28537.95614316
2016-10-24 00:00:00+00:00,651.05,725.64,645.81,697.41,35893.74283569
2016-10-31 00:00:00+00:00,697.39,746.16,672.06,717.02,38053.85031734
2016-11-07 00:00:00+00:00,717.04,747.26,685.7,704.01,35696.33628369
2016-11-14 00:00:00+00:00,704.01,753.81,671.23,731.99,31888.04558327
2016-11-21 00:00:00+00:00,731.72,748.77,726.0,729.24,22908.58572439
2016-11-28 00:00:00+00:00,729.24,780.0,728.2,767.99,27793.47804384
2016-12-05 00:00:00+00:00,767.94,776.99,748.6,771.05,29137.94216317
2016-12-12 00:00:00+00:00,771.05,791.97,770.88,790.72,33149.88871631
2016-12-19 00:00:00+00:00,790.71,918.5,788.58,896.12,53216.10313733
2016-12-26 00:00:00+00:00,895.94,1000.0,890.0,992.95,45012.631222539996
2017-01-02 00:00:00+00:00,992.96,1175.0,802.07,923.33,83908.97302484
2017-01-09 00:00:00+00:00,922.04,923.98,734.64,833.31,63988.63926197
2017-01-16 00:00:00+00:00,833.43,946.25,826.03,931.22,35511.95583353
2017-01-23 00:00:00+00:00,929.45,931.33,880.0,916.54,28743.80167309
2017-01-30 00:00:00+00:00,916.56,1044.12,914.69,1016.32,38268.92483137
2017-02-06 00:00:00+00:00,1016.32,1079.0,925.0,1010.0,46990.71682949
2017-02-13 00:00:00+00:00,1009.99,1073.8,985.68,1059.88,34417.74489597
2017-02-20 00:00:00+00:00,1059.88,1221.93,1051.36,1184.91,48767.54330141
2017-02-27 00:00:00+00:00,1184.91,1298.61,1085.71,1278.98,48232.54391634
2017-03-06 00:00:00+00:00,1278.63,1360.0,956.85,1235.58,79834.24314224
2017-03-13 00:00:00+00:00,1235.27,1277.27,919.44,1019.49,97631.33074611
2017-03-20 00:00:00+00:00,1019.1,1120.0,890.05,973.08,88946.33475885875
2017-03-27 00:00:00+00:00,973.97,1119.0,961.1,1113.99,62163.78274261
2017-04-03 00:00:00+00:00,1113.23,1221.0,1112.24,1210.97,58821.39572899
2017-04-10 00:00:00+00:00,1210.99,1234.0,0.06,1177.99,39769.57692098
2017-04-17 00:00:00+00:00,1177.63,1258.77,1170.85,1251.98,44678.83512919
2017-04-24 00:00:00+00:00,1251.91,1394.51,1246.31,1384.55,68327.55810973
2017-05-01 00:00:00+00:00,1384.55,1665.0,1370.98,1609.57,110057.5592578
2017-05-08 00:00:00+00:00,1611.1,1889.0,1608.0,1799.99,100672.5232818
2017-05-15 00:00:00+00:00,1799.98,2102.68,1690.14,2057.0,96721.1316482
2017-05-22 00:00:00+00:00,2056.99,2806.0,1913.19,2232.78,191491.81255871
2017-05-29 00:00:00+00:00,2237.0,2599.0,2112.31,2521.36,121112.95120785
2017-06-05 00:00:00+00:00,2521.43,2998.99,2517.02,2998.98,121609.96929614
2017-06-12 00:00:00+00:00,2998.98,2999.99,2050.0,2515.25,182265.21354971
2017-06-19 00:00:00+00:00,2515.25,2781.59,2430.05,2505.61,99625.12008852
2017-06-26 00:00:00+00:00,2505.61,2605.0,2258.34,2516.66,97110.73484858
2017-07-03 00:00:00+00:00,2515.37,2636.1,2471.22,2508.99,64276.12187633
2017-07-10 00:00:00+00:00,2508.0,2523.0,1758.2,1911.78,106225.3263473
2017-07-17 00:00:00+00:00,1911.79,2957.0,1909.58,2754.28,145791.91848284
2017-07-24 00:00:00+00:00,2755.19,2825.11,2403.0,2723.99,85864.5910777
2017-07-31 00:00:00+00:00,2723.99,3335.0,2650.0,3222.22,75079.16442246
2017-08-07 00:00:00+00:00,3222.22,4200.0,3190.0,4060.47,107573.96570778
2017-08-14 00:00:00+00:00,4060.47,4469.0,3807.14,4050.99,129686.30593428
2017-08-21 00:00:00+00:00,4050.99,4453.9,3583.46,4340.11,80440.74543699
2017-08-28 00:00:00+00:00,4343.5,4980.0,4200.0,4626.05,96883.81934648
2017-09-04 00:00:00+00:00,4626.05,4692.0,4139.0,4251.36,104718.97438775
2017-09-11 00:00:00+00:00,4251.36,4375.37,2975.01,3719.97,165887.15951427
2017-09-18 00:00:00+00:00,3719.98,4130.0,3509.79,3669.01,79514.51282657
2017-09-25 00:00:00+00:00,3669.01,4396.99,3669.01,4394.81,57416.40102044
2017-10-02 00:00:00+00:00,4394.81,4612.0,4150.01,4603.49,50071.21124442
2017-10-09 00:00:00+00:00,4603.5,5867.0,4561.0,5693.7,102734.65083079
2017-10-16 00:00:00+00:00,5693.7,6189.1,5102.0,6005.05,86565.26160593
2017-10-23 00:00:00+00:00,6005.05,6298.99,5376.71,6140.01,88017.22910656
2017-10-30 00:00:00+00:00,6140.01,7630.0,6028.0,7392.0,134760.21034911
2017-11-06 00:00:00+00:00,7391.95,7898.0,5511.11,5886.35,207248.97351097
2017-11-13 00:00:00+00:00,5886.35,8098.62,5850.0,8031.82,168442.60119667
2017-11-20 00:00:00+00:00,8031.83,9596.0,7802.99,9401.11,132433.00974608999
2017-11-27 00:00:00+00:00,9401.11,11891.0,8595.55,11290.0,242275.4607859
2017-12-04 00:00:00+00:00,11290.0,19697.0,10950.0,15290.01,336355.25276376
2017-12-11 00:00:00+00:00,15290.01,19891.99,15200.0,19378.99,202521.40353112
2017-12-18 00:00:00+00:00,19378.99,19385.0,10400.0,14221.94,293937.86480987
2017-12-25 00:00:00+00:00,14221.93,16490.0,12500.0,13863.13,159987.34101826
2018-01-01 00:00:00+00:00,13863.14,17178.0,12952.5,16174.22,125933.94853684
2018-01-08 00:00:00+00:00,16174.22,16275.0,12800.01,13656.23,126181.52611578
2018-01-15 00:00:00+00:00,13656.23,14253.0,9005.0,11518.17,217946.9968328
2018-01-22 00:00:00+00:00,11518.17,11849.0,9945.0,11536.0,120542.08690959
2018-01-29 00:00:00+00:00,11536.0,11570.0,7540.0,8167.91,196264.07646952
2018-02-05 00:00:00+00:00,8167.9,9090.0,5873.0,8072.99,303313.28634237
2018-02-12 00:00:00+00:00,8073.0,11299.1,8072.99,10380.04,156019.32981204
2018-02-19 00:00:00+00:00,10380.03,11775.0,9324.75,9597.99,156413.98596539
2018-02-26 00:00:00+00:00,9600.0,11494.57,9404.0,11469.9,108110.57871766
2018-03-05 00:00:00+00:00,11469.9,11645.74,8370.0,9533.88,166643.06644579
2018-03-12 00:00:00+00:00,9533.88,9890.0,7310.0,8192.0,155658.02518136
2018-03-19 00:00:00+00:00,8192.0,9174.0,8108.31,8453.0,113244.35820492
2018-03-26 00:00:00+00:00,8453.0,8498.0,6450.0,6816.01,132855.05415303
2018-04-02 00:00:00+00:00,6816.01,7520.0,6518.88,7020.01,90431.95818026
2018-04-09 00:00:00+00:00,7020.01,8392.56,6617.0,8355.25,102192.09734721
2018-04-16 00:00:00+00:00,8355.24,9038.87,7822.0,8795.01,83565.85957484
2018-04-23 00:00:00+00:00,8795.0,9763.49,8602.43,9389.01,104789.37240996001
2018-04-30 00:00:00+00:00,9389.01,9948.12,8831.21,9600.0,71896.9213823
2018-05-07 00:00:00+00:00,9600.0,9619.55,8223.43,8686.1,71280.97244907
2018-05-14 00:00:00+00:00,8686.1,8880.01,7927.21,8516.86,61280.7107099
2018-05-21 00:00:00+00:00,8516.86,8584.39,7229.01,7346.64,57120.85698854
2018-05-28 00:00:00+00:00,7346.64,7777.0,7058.0,7706.37,47668.34272938
2018-06-04 00:00:00+00:00,7706.37,7747.57,6652.0,6770.31,48062.33128931
2018-06-11 00:00:00+00:00,6770.31,6913.83,6135.0,6447.16,69188.19912172
2018-06-18 00:00:00+00:00,6447.15,6829.06,5777.0,6149.99,62744.31257959
2018-06-25 00:00:00+00:00,6150.0,6520.15,5790.01,6349.5,52666.78206945
2018-07-02 00:00:00+00:00,6349.5,6843.26,6270.01,6701.97,41655.2939573
2018-07-09 00:00:00+00:00,6701.97,6815.82,6075.01,6348.73,40785.25584524
2018-07-16 00:00:00+00:00,6348.73,7687.0,6330.3,7397.8,71636.59011028
2018-07-23 00:00:00+00:00,7400.0,8488.0,7378.26,8216.34,79041.52704124
2018-07-30 00:00:00+00:00,8216.33,8274.92,6880.0,7030.01,69206.4306545
2018-08-06 00:00:00+00:00,7030.0,7163.0,6003.0,6316.01,82789.27682978
2018-08-13 00:00:00+00:00,6316.0,6636.0,5900.0,6489.53,77332.86490106
2018-08-20 00:00:00+00:00,6489.53,6890.65,6227.71,6709.98,56743.33549898
2018-08-27 00:00:00+00:00,6709.98,7328.99,6654.13,7295.0,55253.59913881
2018-09-03 00:00:00+00:00,7294.99,7402.5,6116.0,6235.01,71658.68932277
2018-09-10 00:00:00+00:00,6235.02,6580.0,6176.76,6498.0,46387.91964998
2018-09-17 00:00:00+00:00,6498.0,6823.0,6106.37,6696.99,53260.52042471
2018-09-24 00:00:00+00:00,6696.99,6786.73,6320.5,6605.0,45994.88497883
2018-10-01 00:00:00+00:00,6605.0,6641.0,6398.96,6570.0,36230.088595659996
2018-10-08 00:00:00+00:00,6569.99,6681.19,6033.34,6183.49,50327.8457383
2018-10-15 00:00:00+00:00,6183.52,6810.0,6151.58,6415.88,54090.92724693
2018-10-22 00:00:00+00:00,6415.87,6471.0,6360.0,6403.62,25592.32837604
2018-10-29 00:00:00+00:00,6403.63,6464.15,6201.67,6423.28,31619.89597663
2018-11-05 00:00:00+00:00,6423.29,6540.0,6271.15,6357.6,30143.13002344
2018-11-12 00:00:00+00:00,6357.6,6383.59,5188.0,5560.0,81914.8849986
2018-11-19 00:00:00+00:00,5560.0,5560.0,3456.78,3936.69,231355.7031903
2018-11-26 00:00:00+00:00,3936.7,4414.89,3508.0,4103.19,158652.65683707
2018-12-03 00:00:00+00:00,4102.8,4119.98,3212.0,3531.18,141175.77835958
2018-12-10 00:00:00+00:00,3531.18,3590.71,3128.89,3195.0,80605.39549177
2018-12-17 00:00:00+00:00,3194.99,4175.0,3184.28,3944.93,141673.62378852
2018-12-24 00:00:00+00:00,3944.92,4239.37,3567.0,3829.0,91711.77988569
2018-12-31 00:00:00+00:00,3829.0,4088.0,3625.0,4040.99,68656.55747212
2019-01-07 00:00:00+00:00,4040.98,4114.8,3481.54,3514.24,85078.36220019
2019-01-14 00:00:00+00:00,3514.24,3765.9,3481.01,3536.19,59431.67894757
2019-01-21 00:00:00+00:00,3537.56,3657.76,3425.0,3531.02,46908.51389551
2019-01-28 00:00:00+00:00,3531.02,3535.92,3337.87,3414.78,55785.80081713
2019-02-04 00:00:00+00:00,3415.69,3711.0,3340.8,3648.84,59022.18894384
2019-02-11 00:00:00+00:00,3648.85,3675.0,3535.1,3625.08,48590.02881781
2019-02-18 00:00:00+00:00,3625.08,4188.79,3616.18,3734.22,84990.79861821
2019-02-25 00:00:00+00:00,3734.23,3910.0,3655.0,3786.93,50472.44263907
2019-03-04 00:00:00+00:00,3786.93,3947.33,3672.39,3900.92,50501.56226403
2019-03-11 00:00:00+00:00,3900.93,4037.47,3779.28,3967.01,43852.59803476
2019-03-18 00:00:00+00:00,3967.01,4056.33,3915.14,3969.52,40168.453713
2019-03-25 00:00:00+00:00,3969.52,4131.87,3858.0,4094.99,40829.19764002
2019-04-01 00:00:00+00:00,4095.0,5345.0,4051.53,5194.79,136071.54017464
2019-04-08 00:00:00+00:00,5194.76,5488.0,4901.99,5164.27,77297.06442302
2019-04-15 00:00:00+00:00,5163.81,5359.98,4945.54,5297.64,51414.58286817
2019-04-22 00:00:00+00:00,5297.64,5650.01,4963.0,5155.0,87391.80556355
2019-04-29 00:00:00+00:00,5155.0,5846.88,5072.01,5715.86,65826.93856712
2019-05-06 00:00:00+00:00,5715.86,7581.82,5564.93,6979.76,150060.83324347
2019-05-13 00:00:00+00:00,6979.24,8388.0,6600.0,8200.0,224670.08427449
2019-05-20 00:00:00+00:00,8194.34,8793.97,7467.1,8731.72,111649.13339687
2019-05-27 00:00:00+00:00,8732.34,9090.0,7972.0,8736.55,104139.71186153
2019-06-03 00:00:00+00:00,8736.55,8742.48,7427.0,7634.58,98410.24351057
2019-06-10 00:00:00+00:00,7635.05,9388.0,7516.9,8975.0,84492.73928636
2019-06-17 00:00:00+00:00,8975.78,11284.44,8919.72,10833.02,139078.6166732
2019-06-24 00:00:00+00:00,10833.0,13868.44,10300.0,10761.26,299874.89097129
2019-07-01 00:00:00+00:00,10761.26,12064.26,9651.0,11474.42,191902.29020528
2019-07-08 00:00:00+00:00,11474.44,13202.63,10084.4,10185.03,189324.61522719
2019-07-15 00:00:00+00:00,10190.91,11112.31,9071.0,10590.7,196171.50367281
2019-07-22 00:00:00+00:00,10590.71,10688.14,9108.88,9533.0,105191.03704687
2019-07-29 00:00:00+00:00,9533.0,11089.74,9356.75,10977.51,82372.51162864
2019-08-05 00:00:00+00:00,10977.98,12320.4,10977.98,11540.76,118107.1987216
2019-08-12 00:00:00+00:00,11540.76,11555.55,9470.0,10315.48,105060.40687053
2019-08-19 00:00:00+00:00,10315.48,10953.0,9759.0,10138.72,74087.7526167
2019-08-26 00:00:00+00:00,10142.0,10680.0,9321.73,9766.52,70690.63802255
2019-09-02 00:00:00+00:00,9766.62,10939.34,9756.54,10398.97,71954.91682869
2019-09-09 00:00:00+00:00,10401.13,10541.75,9851.97,10304.46,47967.55374562
2019-09-16 00:00:00+00:00,10303.66,10379.98,9585.86,10026.8,51258.36496206
2019-09-23 00:00:00+00:00,10026.79,10051.15,7712.45,8052.4,133377.92230991
2019-09-30 00:00:00+00:00,8054.09,8535.0,7701.0,7859.79,62444.11641219
2019-10-07 00:00:00+00:00,7859.79,8826.0,7762.35,8282.97,59589.28407852
2019-10-14 00:00:00+00:00,8282.96,8420.0,7814.08,8236.12,44493.22052789
2019-10-21 00:00:00+00:00,8235.94,10540.49,7296.44,9548.84,139445.61179246
2019-10-28 00:00:00+00:00,9555.89,9939.69,8950.0,9206.52,64194.84623719
2019-11-04 00:00:00+00:00,9206.52,9600.0,8660.0,9032.23,51884.25517329
2019-11-11 00:00:00+00:00,9032.23,9067.34,8361.0,8500.01,40824.04874282
2019-11-18 00:00:00+00:00,8501.0,8501.01,6775.47,6908.64,91568.53054381
2019-11-25 00:00:00+00:00,6908.64,7870.1,6526.0,7404.27,92528.33798286
2019-12-02 00:00:00+00:00,7405.33,7775.0,7080.0,7520.0,57403.74478121
2019-12-09 00:00:00+00:00,7520.0,7659.38,7006.01,7111.0,47327.91893774
2019-12-16 00:00:00+00:00,7111.0,7521.55,6430.0,7513.06,80463.83912003
2019-12-23 00:00:00+00:00,7514.74,7688.99,7053.32,7384.89,53577.39543471
2019-12-30 00:00:00+00:00,7384.57,7488.87,6854.67,7355.4,50205.62069436
2020-01-06 00:00:00+00:00,7355.4,8469.39,7343.17,8180.81,89931.03229813
2020-01-13 00:00:00+00:00,8180.81,9194.99,8041.95,8697.53,94263.31881457
2020-01-20 00:00:00+00:00,8697.53,8791.76,8216.71,8595.0,48729.57034359
2020-01-27 00:00:00+00:00,8595.0,9574.68,8556.6,9323.5,73722.99720811
2020-02-03 00:00:00+00:00,9325.01,10178.91,9078.05,10168.35,72307.58235
2020-02-10 00:00:00+00:00,10168.36,10522.51,9612.12,9921.0,90594.03685612
2020-02-17 00:00:00+00:00,9920.52,10315.0,9280.98,9965.01,66776.79665281
2020-02-24 00:00:00+00:00,9965.0,10030.0,8400.0,8522.31,83176.25318354
2020-03-02 00:00:00+00:00,8522.3,9214.67,8002.2,8037.76,64623.59508029
2020-03-09 00:00:00+00:00,8037.73,8187.03,3858.0,5345.35,377126.68593655
2020-03-16 00:00:00+00:00,5346.86,6990.0,4432.3,5818.25,321339.75612697
2020-03-23 00:00:00+00:00,5815.24,6983.31,5678.2,5877.21,188702.00997817
2020-03-30 00:00:00+00:00,5878.98,7292.11,5853.0,6778.25,116393.85618468
2020-04-06 00:00:00+00:00,6778.64,7466.0,6750.0,6908.13,119005.29796967
2020-04-13 00:00:00+00:00,6908.12,7308.0,6456.0,7130.71,111976.72982861
2020-04-20 00:00:00+00:00,7130.7,7775.0,6748.72,7706.4,99265.95751333
2020-04-27 00:00:00+00:00,7706.4,9478.66,7635.69,8909.95,169321.35643695
2020-05-04 00:00:00+00:00,8907.85,10079.0,8106.7,8729.86,197076.11575301
2020-05-11 00:00:00+00:00,8729.86,9943.93,8185.0,9676.63,159832.57529929
2020-05-18 00:00:00+00:00,9677.45,9957.25,8680.7,8715.73,111531.81631886
2020-05-25 00:00:00+00:00,8715.69,9764.0,8632.93,9446.57,78153.26914482
2020-06-01 00:00:00+00:00,9445.83,10428.0,9270.0,9750.12,109411.34635284
2020-06-08 00:00:00+00:00,9750.12,10018.67,9050.0,9325.0,79013.12446923
2020-06-15 00:00:00+00:00,9328.63,9592.04,8895.01,9286.14,62034.31544786
2020-06-22 00:00:00+00:00,9286.14,9792.0,8815.01,9113.24,71409.92620772
2020-06-29 00:00:00+00:00,9113.23,9297.2,8905.84,9074.39,51444.22413347
2020-07-06 00:00:00+00:00,9074.37,9475.0,9061.59,9303.37,50552.47860057
2020-07-13 00:00:00+00:00,9303.38,9339.61,9005.0,9212.87,46223.47314454
2020-07-20 00:00:00+00:00,9214.01,10150.0,9131.0,9941.0,67161.62097647
2020-07-27 00:00:00+00:00,9941.0,12134.29,9935.0,11068.54,160985.5063955
2020-08-03 00:00:00+00:00,11067.46,11920.0,10911.74,11688.48,99222.03755893
2020-08-10 00:00:00+00:00,11688.25,12086.22,11120.0,11918.84,106314.70453204
2020-08-17 00:00:00+00:00,11918.84,12486.61,11370.0,11650.01,96218.63966867
2020-08-24 00:00:00+00:00,11650.01,11823.62,11102.73,11716.01,65629.26614713
2020-08-31 00:00:00+00:00,11716.0,12086.0,9813.0,10257.86,130600.34080209999
2020-09-07 00:00:00+00:00,10258.67,10582.36,9819.83,10336.76,72785.54751594
2020-09-14 00:00:00+00:00,10336.76,11179.9,10253.0,10920.89,66438.29651674
2020-09-21 00:00:00+00:00,10920.94,10994.0,10135.22,10778.2,58834.66534266
2020-09-28 00:00:00+00:00,10779.0,10956.11,10363.76,10671.11,53288.32886517
2020-10-05 00:00:00+00:00,10670.01,11498.98,10524.0,11374.01,55661.66742956
2020-10-12 00:00:00+00:00,11374.01,11736.02,11187.6,11514.2,52756.85694284
2020-10-19 00:00:00+00:00,11514.2,13361.0,11416.04,13045.0,104538.07778847
2020-10-26 00:00:00+00:00,13045.02,14098.92,12785.0,13771.59,100494.85226128
2020-11-02 00:00:00+00:00,13771.7,15977.67,13215.0,15482.9,135477.16126357001
2020-11-09 00:00:00+00:00,15482.89,16491.92,14817.14,15966.89,102901.5582887
2020-11-16 00:00:00+00:00,15970.0,18980.0,15879.0,18437.66,135676.04979539
2020-11-23 00:00:00+00:00,18437.18,19500.0,16200.0,18202.04,158832.50100735
2020-11-30 00:00:00+00:00,18202.02,19915.14,18109.0,19375.6,118742.15942851
2020-12-07 00:00:00+00:00,19375.6,19432.57,17580.0,19166.65,95899.8903776
2020-12-14 00:00:00+00:00,19166.65,24300.0,18967.68,23476.51,171770.48448004998
2020-12-21 00:00:00+00:00,23476.51,28387.0,21913.84,26258.65,158381.08791092
2020-12-28 00:00:00+00:00,26255.16,34810.0,25833.73,33080.66,204767.41295925
2021-01-04 00:00:00+00:00,33082.84,41986.37,27678.0,38171.57,303830.39402344
